player_id,player_name,slug,season,minutes,goals_per90,assists_per90,shots_per90,key_passes_per90,tackles_per90,interceptions_per90,clearances_per90,passes_per90,pass_accuracy_pct,saves_per90,rating
516291,Nayef Aguerd,n-aguerd,2025-26,1399,0.129,0,0.643,0.193,1.544,1.351,4.825,83.824,92.9,0,7.03
522646,Firas Al-Buraikan,f-albirakan,2025-26,1448,0.249,0.062,0.99,0.93,2.18,0.62,1.55,15.73,70.4,0,6.83
523999,Shehab Ellethy,s-ellethy,2025-26,1980,0,0,0.05,0.05,0,0,1,24.5,68.3,3.05,6.72
524045,Daniel Muñoz,d-munoz-mejia,2025-26,2406,0.15,0.112,1.01,1.047,2.768,0.973,3.628,30.823,79.2,0,6.98
524309,Leo Østigård,l-skiri-oestigaard,2025-26,2534,0.178,0.036,0.781,0.391,1.279,1.03,7.494,57.324,89,0,7.17
525790,Takefusa Kubo,t-kubo-525790,2025-26,1542,0.117,0.233,1.634,1.926,1.693,0.642,0.584,28.541,79.3,0,6.99
530762,Martín Zubimendi,m-zubimendi-ibanez,2025-26,3002,0.15,0.03,0.809,0.6,2.039,1.229,2.338,57.771,87.3,0,7
534383,Kerem Aktürkoğlu,m-akturkoglu,2025-26,1961,0.367,0.321,2.019,2.662,1.101,0.413,0.229,25.885,75.9,0,7.19
537320,Francis Amuzu,f-amuzu,2025-26,819,0.11,0.22,2.64,0.77,0.77,0.11,0.22,26.81,86.1,0,6.46
537332,Timothy Weah,t-weah,2025-26,2272,0.079,0.079,1.149,1.188,1.941,0.673,1.109,40.365,86,0,6.84
537758,Donyell Malen,d-malen,2025-26,1478,0.853,0.122,4.263,0.548,0.304,0.183,0.061,13.396,77.3,0,7.12
538449,Torbjørn Heggem,t-heggem,2025-26,2112,0,0,0.469,0.128,1.406,1.023,4.347,50.966,91.7,0,6.69
538861,Alexis Saelemaekers,a-saelemaekers,2025-26,2801,0.096,0.096,1.382,1.671,2.346,0.9,0.739,42.606,83.9,0,7.13
540162,Dominik Kotarski,d-kotarski,2025-26,1350,0,0,0,0.07,0,0,1.07,32.53,78.1,2.6,6.88
540251,Rafael Leão,r-conceicao-leao,2025-26,1872,0.433,0.144,3.029,1.106,0.288,0.24,0.337,27.981,83.7,0,7.01
540711,Josip Sutalo,j-utalo,2025-26,1797,0,0,0.15,0.05,0.651,1.903,5.109,72.371,91.1,0,6.77
545244,Éderson,e-dos-santos-lourenco-da-silva,2025-26,2236,0.081,0.04,1.409,1.006,2.375,1.127,1.65,53.694,89.2,0,7.01
581043,Yan Valery,y-valery,2025-26,2050,0,0.044,1.01,0.702,1.844,0.615,2.063,32.488,77,0,6.68
581045,Alfie Jones,a-jones,2025-26,1886,0.048,0.048,0.334,0.143,1.67,1.002,4.39,56.453,90.2,0,6.86
581067,Antonee Robinson,a-robinson,2025-26,1493,0.06,0,0.362,1.326,2.954,1.808,3.376,48.225,80,0,6.87
581220,Reece James,r-james,2025-26,1959,0.092,0.184,1.011,1.24,2.205,1.516,1.93,60.781,88.9,0,7.08
586846,Derek Cornelius,d-cornelius-586846,2025-26,559,0.161,0.161,0.81,0.16,2.42,1.13,7.25,71.81,87,0,7.12
600687,Vinicius Junior,vinicius,2025-26,2825,0.51,0.159,3.218,2.23,0.956,0.064,0.064,35.968,83.2,0,7.33
608189,Weston McKennie,w-mckennie,2025-26,2841,0.158,0.158,1.362,1.521,1.331,0.824,1.584,37.603,83.2,0,7.03
608242,Miles Robinson,m-robinson-608242,2025-26,455,0,0,0.4,0,1.78,0.79,4.75,61.12,81.2,0,6.63
608280,Moon-hwan Kim,m-kim-608280,2025-26,818,0,0.11,0.22,0.44,1.32,1.76,2.31,43.24,89.8,0,6.68
689021,Isak Hien,i-hien,2025-26,1964,0.046,0,0.412,0.137,2.245,1.329,4.674,51.965,92.1,0,6.82
749527,Riley McGree,r-mcgree,2025-26,1738,0.311,0.155,2.537,1.812,1.398,0.466,0.621,42.359,84.5,0,7.03
750014,Kye Rowles,k-rowles,2025-26,900,0.1,0,0.3,0.2,1.9,1.9,8.3,41.1,77.1,0,7.15
766687,Ayumu Seko,a-seko,2025-26,2535,0,0,0.568,0.355,1.42,1.349,3.941,39.018,84.3,0,6.76
785373,Jhon Arias,j-arias-andrade,2025-26,1127,0.08,0,1.278,0.958,3.434,0.719,1.198,31.863,89.5,0,6.67
785896,Matt Freese,f-matthew,2025-26,990,0,0,0.09,0,0,0,0.36,22.18,79.5,3.45,6.9
786813,Willer Ditta,w-ditta-perez,2025-26,3352,0,0.054,0.54,0.51,1.34,1.24,4.19,53.94,89.3,0,6.94
788936,Oston Urunov,oston-urunov,2025-26,629,0.29,0,0,0,0,0,0,0,,0,
893705,Manuel Ugarte,m-ugarte-ribeiro,2025-26,887,0,0,1.319,0.304,4.667,2.232,2.029,50.936,85.1,0,6.69
893767,Jackson Porozo,j-porozo-vernaza,2025-26,3119,0.058,0,0.46,0.17,1.76,1.07,5.94,40.4,92,0,6.88
896368,Ibrahim Bayesh,i-bayesh,2025-26,1025,0.088,0,0.79,0.88,1.49,1.23,1.23,29.06,82.8,0,6.86
1076941,Bassam Al-Rawi,b-al-rawi,2025-26,1267,0.071,0.071,0.71,0.64,1.07,1.14,2.98,53.42,84.4,0,6.82
1167415,Bremer,g-bremer-silva-nascimento,2025-26,2175,0.166,0.124,0.952,0.331,1.159,1.366,3.89,55.2,89.5,0,7.05
1193792,Martin Zlomislic,martin-zlomislic,2025-26,1080,0,0,0,0,0,0.08,0.67,27.17,66,2.58,6.75
1356266,Nihad Mujakic,n-mujaki,2025-26,1349,0,0.067,0,0.267,1.201,1.067,2.535,41.097,85.6,0,6.69
1452400,Ahmed Reda Tagnaouti,a-tagnaouti,2025-26,1260,0,0,0,0,0,0.93,0.07,12.36,84.4,1,6.5
1478864,Rubén Vargas,r-vargas,2025-26,1531,0.176,0.294,2.293,1.528,0.999,0.411,0.764,31.862,73.2,0,6.84
1479663,Payam Niazmand,payam-niazmand,2025-26,900,0,0,0,0,0,0,0,0,,0,
1488819,Callan Elliot,callan-elliot,2025-26,1519,0,0.059,0.59,0.95,2.55,1.36,5.33,31.94,75.9,0,6.9
1491407,Michael Svoboda,m-svoboda,2025-26,727,0.12,0,0.99,0.37,1.61,1.61,4.58,66.23,88.2,0,7.1
1491791,Ricardo Velho,m-silva-velho,2025-26,2070,0,0,0,0.087,0.043,0,1.435,29.609,55.7,3.304,7
1494236,Tahith Chong,t-chong,2025-26,670,0,0.134,1.075,1.612,1.343,0.672,1.075,28.881,83.3,0,6.5
1494704,Jerome Opoku,j-opoku,2025-26,2742,0,0.033,0.525,0.164,0.755,1.28,4.07,54.158,89.5,0,6.82
1504516,Khuliso Mudau,k-mudau,2025-26,802,0.112,0,0.22,0.34,1.12,0.9,1.12,38.49,88.3,0,6.52
1525233,Derrick Köhn,d-kohn,2025-26,1902,0.047,0.095,1.325,1.23,1.656,0.379,1.893,26.356,76.3,0,6.65
1525361,Luis Romo,l-romo-barron,2025-26,2453,0.037,0.073,1.17,0.77,1.83,1.65,3.89,68.02,84.6,0,7.02
1525399,Johan Vásquez,j-vasquez-ibarra,2025-26,3144,0.029,0,0.658,0.258,1.66,1.26,4.351,54.962,85.4,0,6.88
1548527,Nasser Al-Dawsari,n-al-dawsari,2025-26,1260,0,0.071,0.71,0.79,2.36,1.21,1.36,45,87.9,0,6.74
1846739,Matheus Cunha,m-carneiro-da-cunha,2025-26,2503,0.36,0.072,3.236,1.258,1.438,0.755,0.791,31.642,80.5,0,7.14
2158212,Nicolas Raskin,n-raskin,2025-26,2710,0.199,0.232,1.63,1.46,2.69,0.66,2.16,61.67,86.1,0,7.27
2206665,Lisandro Martínez,l-martinez-2206665,2025-26,1230,0,0,0.366,0.366,1.463,0.878,4.537,68.707,89.9,0,6.86
2206688,Boulaye Dia,b-dia,2025-26,1257,0.072,0.143,0.859,1.074,0.931,0.215,1.217,23.27,83.1,0,6.63
2503729,Santiago Gimenez,s-gimenez,2025-26,897,0,0.1,2.709,0.401,0.803,0.1,0.1,13.445,80.6,0,6.59
2510388,Mert Müldür,m-muldur,2025-26,1212,0.074,0.149,0.891,1.114,2.97,1.411,2.302,47.153,83,0,6.76
2511096,Pathé Ciss,p-ciss,2025-26,1993,0.09,0.045,0.903,0.542,2.484,1.626,3.658,53.828,89.2,0,6.95
2816023,Mehdi Ghayedi,mehdi-ghayedi,2025-26,1104,0.326,0.326,2.53,1.96,0.41,0.16,0.08,22.01,83.3,0,7.11
2823329,Juan Manuel Sanabria,j-sanabria-magole,2025-26,1710,0.105,0.263,0.63,1.79,1.58,1.16,2.26,40.58,81.3,0,6.9
3156873,Tijjani Reijnders,t-reijnders,2025-26,1636,0.275,0.11,2.696,0.99,0.605,0.55,1.1,43.9,89.1,0,6.87
3188035,Willy Semedo,w-semedo-johnson,2025-26,1024,0.439,0.088,1.758,0.352,0.703,0.088,0.439,18.369,81.8,0,6.8
3526183,Connor Metcalfe,c-metcalfe,2025-26,575,0,0.313,2.504,1.565,2.348,0.939,0.783,30.678,74,0,6.59
3533201,Ali Nemati,ali-nemati,2025-26,1080,0,0,0,0,0,0,0,0,,0,
3533334,Gustaf Lagerbielke,g-lagerbielke,2025-26,2391,0.075,0,0.678,0.301,1.054,1.016,4.253,78.181,89.8,0,6.92
3568504,Kevin Felida,k-felida,2025-26,975,0.18,0.09,0.92,1.11,2.12,1.38,1.75,49.66,82.2,0,7.17
3861304,Ismail Jakobs,i-jakobs,2025-26,1300,0,0.069,0.485,0.9,1.869,0.831,3.738,42.023,83.2,0,6.67
3861539,Patric Pfeiffer,p-pfeiffer,2025-26,990,0,0,0.36,0.09,1.45,1.55,6.73,60.55,80.3,0.09,6.97
3861724,John Yeboah,j-zamora,2025-26,646,0.28,0.42,4.32,1.95,0.7,0,0,26.89,81.9,0,7.21
3862352,Nico Schlotterbeck,n-schlotterbeck,2025-26,2520,0.179,0.036,1.143,0.429,1.821,0.964,4.536,70.893,88.3,0,7.32
3862426,Josip Stanisic,j-stanisic,2025-26,1854,0.097,0.146,0.34,1.165,1.359,0.874,2.961,61.068,89.7,0,7
3862681,Marco Pašalić,m-pasalic,2025-26,543,0.331,0,1.82,0.83,0.33,0.83,0.99,26.52,81.3,0,6.78
3862700,Christoph Baumgartner,c-baumgartner,2025-26,2793,0.419,0.29,2.61,1.192,1.74,0.741,1.386,36.09,75.7,0,7.14
3872642,Márcio Rosa,m-salomao-brazao-rosa,2025-26,540,0,0,0,0,0,1.17,1,21.17,86.6,3.83,6
3876966,Nabil Dunga,n-emad,2025-26,762,0,0.118,1.18,0.35,2.48,1.3,2.13,55.39,85.9,0,7.04
3876968,Mohanad Lasheen,m-lasheen,2025-26,1934,0,0.093,1.12,0.88,2.42,0.93,1.63,45.51,83.5,0,7.3
4192141,Yazan Alarab,y-alarab,2025-26,730,0.123,0.123,0.62,0.12,1.97,1.48,3.45,56.34,87.1,0,6.06
4243070,Lyle Foster,l-foster,2025-26,1372,0.197,0.131,1.312,0.656,1.05,0.328,1.312,18.367,70,0,6.59
4243131,Barış Alper Yılmaz,b-yilmaz,2025-26,2318,0.311,0.427,2.135,2.291,0.932,0.116,0.466,24.111,78.6,0,7.22
4536500,Marc Guéhi,m-guehi,2025-26,1800,0.1,0.1,0.75,0.45,1.55,1.25,5.15,53.2,85.3,0,7.04
4536524,James Garner,j-garner,2025-26,3414,0.053,0.185,1.186,1.503,3.19,1.582,2.267,47.267,87.2,0,7.32
4536529,Noah Okafor,n-okafor,2025-26,1569,0.459,0.057,2.008,1.147,1.319,0.688,0.918,19.044,76.2,0,6.81
4536572,Angelo Stiller,a-stiller,2025-26,2746,0.066,0.197,0.557,1.868,1.606,1.016,1.573,76.431,88.1,0,7.19
4545376,Orkun Kökçü,o-kokcu,2025-26,2485,0.29,0.29,3.223,3.332,1.268,0.326,0.688,55.811,85.6,0,7.64
4545389,Eric García,e-garcia,2025-26,2730,0.033,0.066,0.824,1.022,2.473,1.615,2.604,77.44,92.1,0,7.1
4545430,Vitinha,v-machado-ferreira,2025-26,2120,0.042,0.297,1.443,1.443,1.061,1.146,0.934,116.448,93.8,0,7.51
4545516,Liam Millar,l-millar,2025-26,2056,0.131,0.219,2.232,1.488,1.926,0.744,1.269,23.813,74.4,0,6.79
4552689,Brenden Aaronson,b-aaronson,2025-26,2479,0.145,0.182,1.706,1.234,1.815,0.581,0.617,24.252,81.1,0,6.75
4591900,Abdulelah Al-Amri,a-al-amri,2025-26,1519,0.118,0.118,0.95,0.24,1.66,2.07,3.67,46.63,87.5,0,7.19
4592198,Morgan Rogers,m-rogers,2025-26,3285,0.274,0.164,2.301,1.315,1.151,0.384,0.904,29.26,74.6,0,6.92
4598752,Lutsharel Geertruida,l-geertruida,2025-26,1685,0,0,0.588,0.427,1.976,1.068,2.51,39.685,86.1,0,6.69
4599015,Meshaal Barsham,m-barsham,2025-26,1800,0,0,0,0,0,0,1.25,24.55,79,3.85,7.07
4926025,David Doudera,d-doudra,2025-26,802,0.11,0.11,1.68,1.57,0.67,1.8,1.01,35.57,71.9,0,6.97
4969702,Folarin Balogun,f-balogun,2025-26,2241,0.522,0.161,3.092,0.964,0.281,0.161,0.321,16.305,73.2,0,6.96
4969726,Kwasi Sibo,k-sibo,2025-26,1688,0,0,0.48,0.16,1.813,0.8,1.973,36.203,86.7,0,6.58
4969805,Islam Issa,i-ateya,2025-26,1594,0.113,0.169,1.47,1.24,1.19,0.56,0.56,36.64,76.3,0,7.02
5270371,Aurélien Tchouaméni,a-tchouameni,2025-26,2624,0.034,0,1.543,0.892,2.332,1.681,1.886,65.614,91.5,0,7.19
5270462,Ryan Gravenberch,r-gravenberch,2025-26,2996,0.15,0.09,1.142,0.871,1.772,1.472,1.592,55.874,88.9,0,7.05
5283883,Yaya Sithole,s-sithole-5283883,2025-26,1543,0.058,0,0.233,0.292,2.041,0.583,2.158,39.196,79.9,0,6.57
5332150,Nasser Mansy,n-el-mansi,2025-26,1141,0.473,0.237,3.71,1.34,0.47,0.16,0.87,17.91,67.4,0,6.86
5640817,Ozan Kabak,o-kabak,2025-26,1752,0.205,0,1.849,0.462,1.079,1.387,7.192,58.151,84.7,0,6.95
5640825,Yunus Akgün,y-akgun,2025-26,1835,0.343,0.441,2.011,2.354,1.03,0.54,0.245,36.343,86,0,7.21
5640849,Mohammed Kudus,m-kudus,2025-26,1546,0.116,0.291,1.514,1.514,1.688,0.175,0.349,25.847,85.6,0,6.85
5640878,Sergiño Dest,s-dest,2025-26,2205,0.041,0.204,0.571,1.143,2.122,0.571,1.143,54.939,90,0,6.94
5640904,Elijah Just,e-just,2025-26,2456,0.257,0.257,2.49,1.61,1.94,0.73,0.66,38.73,78.4,0,7.08
5640945,Braian Ojeda,b-ojeda-rodriguez,2025-26,990,0,0.091,0.82,0.55,1.27,1,0.82,44.82,89.9,0,6.18
5641074,Amirhossein Hosseinzadeh,amirhossein-hosseinzadeh,2025-26,900,0.8,0,0,0,0,0,0,0,,0,
5666458,Maxence Lacroix,m-lacroix,2025-26,3087,0.029,0.058,0.729,0.204,1.778,1.312,7.347,48.28,88.2,0,6.95
5666460,Wilson Isidor,w-isidor,2025-26,1159,0.466,0,3.339,0,0.854,0.155,1.242,10.483,60.7,0,6.66
5666477,Zion Suzuki,z-suzuki,2025-26,1800,0,0,0,0.05,0,0,1.25,34.95,61.9,3.3,6.98
5666480,Yukinari Sugawara,y-sugawara,2025-26,2435,0,0.222,1.109,0.739,1.331,0.517,2.624,41.138,79.9,0,6.67
5666491,Keito Nakamura,k-nakamura,2025-26,939,0.58,0.1,2.68,1.44,0.77,0.67,0.67,29.42,85,0,7.26
5666528,César Huerta,c-huerta-valera,2025-26,544,0.165,0,2.647,1.158,2.151,0.496,0.662,34.743,81.9,0,6.67
5956430,Kevin Lenini,k-goncalves-pereira-de-pina,2025-26,679,0.133,0,0.93,0.4,0.27,1.72,1.33,34.33,84.6,0,6.41
5967839,Callum McCowatt,c-mccowatt,2025-26,863,0.42,0.1,3.13,0.73,1.77,0.31,1.25,42.44,79.1,0,7.13
6006074,Jacob Italiano,jacob-italiano,2025-26,526,0,0,0.68,0.51,3.25,1.54,3.08,28.23,73.3,0,6.9
6013424,Darwin Núñez,d-nunez-ribeiro,2025-26,1256,0.43,0.287,3.08,1,1.07,0.21,0.43,19.99,77.8,0,7.46
6013440,Abduvokhid Nematov,abduvokhid-nematov,2025-26,630,0,0,0,0,0.14,0.14,1.71,32.29,51.8,4.57,7.56
6306068,Quinten Timber,q-timber,2025-26,1316,0.137,0.342,1.573,1.983,2.257,1.163,0.957,38.229,83.4,0,7.16
6306127,Felix Nmecha,f-nmecha,2025-26,2189,0.082,0.123,1.357,0.822,1.562,1.11,1.192,44.198,87.2,0,6.84
6599973,Billy Gilmour,b-gilmour,2025-26,802,0.112,0,1.122,0.786,1.571,1.234,1.122,88.878,90,0,6.92
6642434,Florian Wiegele,florian-wiegele,2025-26,570,0,0,0,0,0,0,0.632,31.895,61.4,3.474,7.38
6648042,Lewis Ferguson,l-ferguson,2025-26,1597,0.056,0,0.733,0.902,1.634,0.789,1.522,58.666,87.7,0,6.73
7026573,Djed Spence,d-spence-7026573,2025-26,2057,0,0,0.569,0.438,1.925,0.788,2.363,38.59,80.8,0,6.52
7330507,Brian Brobbey,b-brobbey,2025-26,1934,0.326,0.047,1.675,0.698,0.419,0,0.698,12.797,72,0,6.69
7698436,Álex Baena,a-rodriguez,2025-26,1421,0.127,0.127,1.647,2.47,1.077,1.013,0.697,41.042,81.5,0,6.92
8055893,Turki Al-Ammar,t-al-ammar,2025-26,588,0.306,0.306,2.3,1.07,1.38,1.07,0.92,39.03,89.4,0,6.65
8403182,Jeremie Frimpong,j-frimpong,2025-26,1040,0,0.173,0.865,1.298,1.038,0.606,1.125,38.163,84.6,0,6.61
8456257,Pedro Porro,p-porro-sauceda,2025-26,2799,0.032,0.064,1.029,1.801,2.444,1.029,3.28,47.267,75,0,7.01
9274009,Hassan Tambakti,h-al-tambakti,2025-26,2090,0.043,0,0.34,0.26,3.23,1.59,3.1,55.89,90.1,0,6.93
9611543,Anthony Gordon,a-gordon-9611543,2025-26,1815,0.298,0.099,2.38,1.289,0.942,0.149,0.645,25.587,81.8,0,6.92
9939197,Shurandy Sambo,s-sambo,2025-26,1625,0,0.111,0.332,0.388,2.271,1.052,4.486,37.218,81.8,0,6.62
9939203,Crysencio Summerville,c-summerville,2025-26,2484,0.181,0.072,1.957,1.014,1.63,0.58,1.087,23.152,82.8,0,6.88
9964067,Edo Kayembe,e-kayembe,2025-26,2498,0.144,0.072,2.018,1.765,1.045,0.432,1.333,40.352,84.8,0,6.91
9967153,Kang-in Lee,k-lee-9967153,2025-26,1522,0.177,0.237,2.188,3.548,1.005,0.177,0.414,61.735,91.1,0,7.18
10269843,Ali Majrashi,a-majrashi,2025-26,1886,0.048,0.143,0.67,0.57,3.2,1.43,1.81,24,78.7,0,6.77
10274950,Mohanad Ali,mohanad-ali,2025-26,1326,0.475,0.068,4.21,0.54,0.27,0.2,0.95,9.84,62.8,0,6.96
10275906,Ben Waine,ben-waine,2025-26,1137,0.237,0.079,2.45,0.63,1.42,0.32,1.58,13.38,64.5,0,6.62
10310744,Hicham Boudaoui,h-boudaoui,2025-26,1694,0.053,0.106,1.116,0.903,1.541,0.956,1.275,37.137,83.8,0,6.77
10626586,Odin Luras Bjortuft,o-bjortuft,2025-26,1290,0.07,0,0.419,0.07,1.186,0.837,5.651,54.907,93.4,0,6.91
10631219,Ayoub El Kaabi,a-el-kaabi,2025-26,1954,0.829,0.092,3.82,0.78,0.09,0.14,0.23,19.11,70.8,0,7.22
10959356,Gabriel Martinelli,g-martinelli-silva,2025-26,1079,0.083,0.334,2.419,1.084,1.001,0.083,0.918,21.77,72.4,0,6.62
10966375,Khalid Mohammed,k-mohammed,2025-26,700,0,0,1.16,0.39,1.16,0.51,0.13,39.99,91,0,6.57
10967396,Oğuz Aydın,o-aydin,2025-26,641,0,0.281,1.685,3.229,1.544,0.281,0.983,43.666,86.5,0,6.83
10990572,Kai Trewin,k-trewin,2025-26,1104,0,0,0.82,1.06,1.71,1.47,3.59,65.71,86,0,7.24
10990678,Antoine Semenyo,a-semenyo,2025-26,1800,0.5,0.15,2.45,1.3,1.4,0.3,0.95,25.8,75.6,0,7
11322034,Akmal Mozgovoy,akmal-mozgovoy,2025-26,523,0,0,0.86,1.03,0.86,0.86,0.86,39.92,84.1,0,6.59
11658217,Moisés Ramírez,moises-ramirez,2025-26,2340,0,0,0,0,0.04,0,1.19,34.58,69.6,2.69,7.05
11705427,Johan Carbonero,j-carbonero-balanta,2025-26,889,0.202,0.101,3.14,1.11,0.61,0.1,0.2,27.54,84.2,0,6.97
11711899,Bum-keun Song,b-song,2025-26,990,0,0,0,0.09,0,0,0.64,29.18,71.3,2.18,7.05
12016844,Kristian Thorstvedt,k-thorstvedt,2025-26,2458,0.146,0.146,1.574,1.172,1.611,1.172,1.574,38.629,82.4,0,6.94
12393393,Angelo Preciado,a-preciado-quinonez,2025-26,671,0,0.13,1.21,1.74,1.88,0.54,0.94,37.42,75.6,0,6.91
12393396,Gonzalo Plata,g-plata-jimenez,2025-26,475,0.379,0.379,3.22,1.33,2.65,0.57,0.57,34.48,80.8,0,7.37
12393419,Willian Pacho,w-pacho-tenorio,2025-26,1914,0,0,0.376,0.094,1.881,1.223,3.103,79.608,95,0,6.91
12426453,Jamie Leweling,j-leweling,2025-26,2377,0.265,0.341,1.855,1.59,0.909,0.53,1.136,28.624,77.4,0,7.05
12759176,Matej Kovar,m-kova,2025-26,2790,0,0,0,0.065,0,0.032,1.323,39.71,77.4,2.742,6.87
12790692,Roshon van Eijma,r-van-eijma,2025-26,824,0,0,0.66,0.11,1.97,1.75,6.44,58.54,87.7,0,6.8
12867773,Brian Rodríguez,p-rodriguez-bravo,2025-26,2322,0.504,0.233,3.02,2.67,0.93,0.23,0.23,34.34,84.3,0,7.47
13171226,Jovo Lukic,jovo-lukic,2025-26,981,0.92,0,2.2,1.47,0.55,0.28,1.19,27.61,66.8,0,7.41
13171232,Martin Expérience,martin-experience,2025-26,541,0,0,1,1,2.16,1,1.83,33.44,81.1,0,6.78
13186102,Yu-Min Cho,yu-min-cho,2025-26,1274,0,0,0.21,0.14,1.2,0.92,4.73,43.16,88.2,0,6.7
13186239,Dong-gyeong Lee,d-lee-13186239,2025-26,688,0.392,0.392,3.66,3.14,1.05,0.13,0.26,26.42,78.7,0,
13225178,Josué Casimir,j-casimir,2025-26,1519,0.059,0,1.303,0.652,1.896,0.652,0.711,27.196,78.9,0,6.66
13590962,Rayan Aït-Nouri,r-ait-nouri,2025-26,976,0,0.184,0.922,1.107,3.227,1.199,1.66,54.406,90.3,0,6.87
13649139,Maxi Araújo,m-araujo-vilches,2025-26,2273,0.198,0.158,1.544,1.227,2.178,1.148,1.307,38.17,84.4,0,7.11
13653174,Sebastián Cáceres,s-caceres-ramos,2025-26,2351,0,0,0.11,0.23,1.42,1.07,4.21,54.55,86.7,0,6.6
14004542,Amine Adli,a-adli,2025-26,1083,0.249,0.083,1.662,1.496,2.992,0.582,1.413,34.321,77.2,0,6.76
15076349,Joseph Anang,joseph-anang,2025-26,570,0,0,0,0,0.158,0,0.158,7.421,57.4,1.263,6.4
15169863,Sebastian Tounekti,sebastian-tounekti,2025-26,1354,0.133,0.133,2.19,2.39,1.26,0.4,0.6,45.8,83.3,0,6.8
15745936,Federico Viñas,f-vinas-barboza,2025-26,2451,0.33,0.037,2.093,0.991,1.909,0.514,1.028,18.984,72,0,7.02
16475841,Joan García,j-pons,2025-26,2700,0,0,0,0,0.2,0.1,1.333,28.533,89.7,2.467,7.1
16546879,Marcus Pedersen,m-pedersen,2025-26,2134,0.042,0.084,0.633,0.843,0.97,0.422,0.97,23.28,77.2,0,6.5
16827155,Bukayo Saka,b-saka,2025-26,2226,0.283,0.243,2.871,2.547,1.658,0.647,0.445,31.253,76.7,0,7.22
16827175,Jonathan David,j-david,2025-26,1784,0.303,0.202,2.068,1.665,0.908,0.303,0.303,26.435,78.8,0,6.72
17158438,Joe Scally,j-scally,2025-26,2611,0.069,0.103,0.586,0.62,1.689,0.62,2.689,31.436,80.3,0,6.68
17544737,William Saliba,w-saliba,2025-26,2615,0.034,0,0.172,0.344,1.239,0.62,4.577,72.413,92.9,0,6.92
18218609,Chris Richards,c-richards,2025-26,2826,0.032,0,0.478,0.287,1.783,1.433,6.242,47.102,84,0,6.8
18226586,Facundo Torres,f-torres-perez,2025-26,939,0.096,0.383,1.82,2.68,1.05,0.29,0.48,41.5,82.7,0,7.34
18575194,Jacob Widell Zetterström,j-widell-zetterstrom,2025-26,2880,0,0,0,0.031,0,0.031,1.031,31.937,54,3.281,6.91
18584306,Haissem Hassan,h-hassan-18584306,2025-26,1942,0,0.139,1.576,0.927,1.807,0.278,0.51,23.033,80.5,0,6.66
19272375,Herman Johansson,h-johansson,2025-26,742,0,0.121,0.24,1.33,1.09,0.36,2.67,30.2,79.5,0,6.33
19616116,Alexander Bernhardsson,a-bernhardsson,2025-26,688,0.13,0.39,2.75,1.7,2.09,0.26,1.96,28.52,71.6,0,7.37
19960396,Nicolás Fonseca,n-fonseca,2025-26,1136,0,0,0.79,0.4,2.77,1.11,1.58,52.21,86,0,6.6
19978623,Dan Ndoye,d-ndoye,2025-26,1177,0.076,0.076,1.147,1.071,1.759,0.765,0.918,21.563,78.4,0,6.65
19979885,Benjamin Nygren,b-nygren,2025-26,2306,0.585,0.195,3.32,2.26,1.29,0.59,0.55,45.27,82.8,0,7.44
19996814,Thiago Almada,t-almada,2025-26,1207,0.224,0.075,1.342,1.864,2.088,0.671,0.447,46.081,86.9,0,6.83
20316497,Soufiane Rahimi,soufiane-rahimi,2025-26,1132,0.477,0.159,3.58,1.59,0.48,0.56,0.8,22.34,78.6,0,7.41
20326040,Zineddine Belaid,zineddine-belaid,2025-26,540,0,0,1,0,1.67,2.5,3.33,48,85.4,0,6.72
20326041,Mohamed Amine Tougai,mohamed-amine-tougai,2025-26,450,0.4,0,0.6,0.2,1,0.8,3.4,43.8,83.1,0,
20326101,Mathieu Choinière,m-choiniere,2025-26,504,0.357,0.179,0.89,0.89,3.21,1.25,1.43,49.46,93.1,0,7.22
20335123,Patrick Schulte,p-schulte,2025-26,990,0,0,0,0,0,0,0.36,30.55,81,2.27,6.82
20335333,Khaled Sobhi,k-sobhy,2025-26,1550,0,0,0.17,0.06,0.58,0.7,4.06,46.05,81.7,0,6.73
20355429,Ivor Pandur,i-pandur,2025-26,4320,0,0,0,0.021,0.021,0,1.333,35.104,54.5,3.125,6.88
20673398,Facundo Pellistri,f-pellistri-rebollo,2025-26,604,0,0,0.745,0.745,1.043,0,0.745,13.56,74.7,0,6.53
20673452,Tsuyoshi Watanabe,t-watanabe,2025-26,2637,0.068,0,0.819,0.444,1.16,0.956,5.051,61.741,89.1,0,7.07
20708316,Cammy Devlin,c-devlin,2025-26,2232,0.04,0,0.73,0.77,4.35,2.22,1.81,58.35,86.9,0,7.21
21045321,Érik Lira,e-lira-mendez,2025-26,3000,0,0,0.39,0.51,1.65,0.84,1.68,50.55,89.4,0,6.79
21072805,Rayan Cherki,m-cherki,2025-26,1785,0.202,0.605,2.773,3.176,1.361,0.353,0.353,64.387,86.5,0,7.28
21072839,Emam Ashour,e-ashour,2025-26,795,0.226,0.34,3.62,2.26,1.58,0.57,0.57,46.75,83.8,0,7.45
21394947,Julián Alvarez,j-alvarez,2025-26,1875,0.384,0.192,2.592,2.256,1.008,0.144,0.384,32.64,83.5,0,7.17
21413511,Elias Achouri,m-achouri,2025-26,710,0.127,0.254,1.521,1.014,1.394,0.507,0.634,27.507,78.3,0,6.65
